DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2003,10.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2004,10.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2005,12.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2006,8.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2007,6.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2008,13.8,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2009,9.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2010,7.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2011,9.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2012,8.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2013,10.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2014,11.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2015,8.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2016,8.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2017,9.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2018,6.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2019,9.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2020,4.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2021,7.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2022,7.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2023,10.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,AT,2024,10.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2003,10.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2004,13.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2005,25.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2006,30.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2007,27.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2008,17.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2009,17.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2010,20.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2011,23.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2012,17.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2013,23.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2014,15.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2015,12.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2016,18.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2017,21.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2018,18.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2019,11.9,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2020,13.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2021,11.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2022,12.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2023,18.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BE,2024,13.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2005,80.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2006,80.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2007,78.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2008,83.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2009,80.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2010,81.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2011,70.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2012,72.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2013,70.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2014,68.9,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2015,67.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2016,64.1,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2017,63.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2018,62.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2019,57.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2020,53.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2021,47.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2022,43.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2023,41.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,BG,2024,40.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2005,49.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2006,57.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2007,63.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2008,60.8,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2009,45.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2010,44.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2011,43.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2012,52.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2013,45.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2014,46.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2015,42.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2016,43.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2017,41.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2018,44.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2019,41.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2020,32.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2021,42.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2022,47.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2023,38.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CY,2024,32.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2005,20.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2006,18.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2007,19.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2008,17.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2009,13.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2010,14.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2011,11.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2012,19.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2013,18.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2014,16.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2015,19.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2016,14.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2017,11.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2018,7.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2019,7.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2020,6.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2021,9.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2022,8.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2023,17.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,CZ,2024,13.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2005,15.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2006,14.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2007,15.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2008,16.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2009,15.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2010,15.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2011,17.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2012,14.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2013,15.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2014,14.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2015,11.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2016,13.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2017,11.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2018,11.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2019,10.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2020,13.5,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2021,7.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2022,11.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2023,13.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DE,2024,12.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2003,13.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2004,12.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2005,16.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2006,17.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2007,21.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2008,4.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2009,2.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2010,5.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2011,4.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2012,2.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2013,9.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2014,7.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2015,8.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2016,5.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2017,6.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2018,9.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2019,7.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2020,8.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2021,7.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2022,10.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2023,15.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,DK,2024,10.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2004,15.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2005,6.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2006,8.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2007,11.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2008,2.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2009,5.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2010,9.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2011,8.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2012,9.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2013,6.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2014,4.2,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2015,9.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2016,6.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2017,9.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2018,6.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2019,8.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2020,6.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2021,4.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2022,7.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2023,8.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EE,2024,8.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2003,55.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2004,45.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2005,43.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2006,37.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2007,40.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2008,44.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2009,33.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2010,38.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2011,49.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2012,46.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2013,52.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2014,54.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2015,51.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2016,53.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2017,47.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2018,41.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2019,35.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2020,40.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2021,38.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2022,46.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2023,42.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,EL,2024,50.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2004,18.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2005,19.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2006,26.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2007,22.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2008,14.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2009,15.5,b,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2010,16.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2011,14.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2012,21.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2013,21.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2014,26.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2015,23.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2016,24.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2017,22.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2018,27.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2019,20.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2020,23.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2021,31.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2022,32.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2023,35.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,ES,2024,31.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2004,4.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2005,3.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2006,5.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2007,2.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2008,4.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2009,5.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2010,3.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2011,5.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2012,3.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2013,3.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2014,4.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2015,3.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2016,6.1,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2017,2.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2018,3.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2019,3.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2020,2.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2021,3.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2022,3.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2023,5.6,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FI,2024,5.0,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2004,19.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2005,15.4,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2006,15.9,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2007,15.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2008,13.8,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2009,17.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2010,18.3,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2011,19.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2012,18.5,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2013,18.7,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2014,19.2,,
ESTAT:ILC_MDES01(1.0),30/10/25 23:00:00,A,A1,B_MD60,PC,FR,2015,22.3,,
