STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Fréquence d'observation,MEASURE,Mesure,CATEGORY,Catégorie de recettes provenant des taxes liées à l'environnement,DOMAIN,Domaine de recettes provenant des taxes liées à l'environnement,UNIT_MEASURE,Unit of measure,ACTIVITY,Activité économique,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,PRICE_BASE,Type de prix,OBS_STATUS,Statut d'observation,OBS_STATUS_2,Statut d'observation 2,DECIMALS,Décimales,UNIT_MULT,Multiplicateur d'unité,REF_YEAR_PRICE,Reference year price,CURRENCY,Currency
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,GRC,Grèce,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,4369.85159469227,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,2843.51231126227,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,3159.71108923368,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ITA,Italie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,48305.4804592969,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,805.19441011571,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,702.439467943047,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,1197.0649833521,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,16233.8661700042,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,8941.45207228278,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,4496.34575714813,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,1497.72095497457,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,1529.13409274364,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,19299.5967174455,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,9228.46479950249,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,1298.03038873889,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,1589.99616459708,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,425.687426332614,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,120.811402688152,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2009,,2649.76676093974,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,6769.92999776173,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,7140.66153759704,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,4993.12009837177,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,7556.33749727071,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,461.258918980292,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,4740.2426594046,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,41738.5499321263,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,68232.7265584106,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,GRC,Grèce,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,3969.56715412132,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,3429.27134695142,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,3308.91543127426,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ITA,Italie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,47461.256785289,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,644.407739466329,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,727.332517671153,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,1351.43509304495,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,16748.9554468816,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,11467.5076134381,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,4823.77844238461,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,1699.99672371456,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,1279.88699105904,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,20859.7150599862,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,10494.7600168305,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,1550.37881285978,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,1668.7320743714,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,448.286057271648,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,126.814360243407,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2008,,2884.00550054452,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,6970.28668697192,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,8640.70038381716,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,5050.36481838686,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,8269.41369303195,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,544.045627328728,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,5501.00631752113,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,43339.9121210369,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,68576.056993673,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,GRC,Grèce,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,6386.28972287119,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,3134.18230312818,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,3749.79547682326,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ITA,Italie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,55717.1763354594,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,703.248964337519,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,683.060634377617,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,1323.86616712886,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,16722.947848861,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,10936.6732845877,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,4237.68462680595,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,2121.04856214115,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,1596.474715474,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,18893.0057560006,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,10910.0684148646,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,1366.59884076217,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,1507.10982754478,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2011,,534.510735305696,,,,A,Normal value,,,2,Two,6,Millions,,,,
