STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Fréquence d'observation,MEASURE,Mesure,CATEGORY,Catégorie de recettes provenant des taxes liées à l'environnement,DOMAIN,Domaine de recettes provenant des taxes liées à l'environnement,UNIT_MEASURE,Unit of measure,ACTIVITY,Activité économique,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,PRICE_BASE,Type de prix,OBS_STATUS,Statut d'observation,OBS_STATUS_2,Statut d'observation 2,DECIMALS,Décimales,UNIT_MULT,Multiplicateur d'unité,REF_YEAR_PRICE,Reference year price,CURRENCY,Currency
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,1995,,0,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,1995,,0,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,1995,,0,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,1996,,0,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,1996,,0,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,25.9787012169242,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,140.908200241277,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,52.6811746211414,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,278.57102508079,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,15.1981143850788,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,24.4092945299849,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,434.818296650049,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,11.0951338772659,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,56.9715325853882,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,1.28359603826089,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,25.0816596429472,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,40.8556114762561,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,16.3475702547635,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,2078.1185752119,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,473.007027956041,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,27.2984673916249,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,3.30856892220068,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,49.5786057305625,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,54.2552046598301,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,19.674940752362,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,32.536102826025,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,7.62146469045192,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,0.998562048953928,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,1.22434802335629,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,29.1742839730518,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,178.949105939813,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,61.8770573953212,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,316.383697122461,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,17.628546111866,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,30.5555266266942,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,526.219308557981,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,13.2850115768235,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,69.5609797121882,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,1.50838021443255,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,27.5132589756016,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,50.5764863150562,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,7.94975092757121,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,2473.66915560454,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,517.983281218776,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,37.2432014544671,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,3.78224279592166,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,54.165649201025,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,64.9637066106671,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,23.1935558141796,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,38.480230344185,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,9.38447637724674,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2014,,1.19565104191412,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,25.6252626305042,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,175.997682901814,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,64.3367170618927,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,264.942765459677,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,15.9335462016777,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,25.4587843191304,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,458.147427377742,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,9.96213299444233,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,65.6108996497219,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1.26961850495837,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,20.5308491978796,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,41.3185000462826,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,15.3084777014597,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,2160.67595612794,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,398.956765615719,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,27.5862531652769,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,2.8580252657389,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,47.3444836042542,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,54.1275892698033,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,19.9798138286029,,,,A,Normal value,,,2,Two,6,Millions,,,,
